DataMonth,DMISID,QuestionNum,Value1,Value2,Flag,,
9/1/2022,0057,E.1.b.7,,,,,
9/1/2022,0057,E.1.b.8,57,,,,
9/1/2022,0058,B.1.a,,,,,
9/1/2022,0058,B.1.b,,,,,
9/1/2022,0058,B.1.c,,,,,
9/1/2022,0058,B.4.e,,,,,
9/1/2022,0058,B.5.a,,,,,
9/1/2022,0058,B.5.b,,,,,
9/1/2022,0058,B.5.d,,,,,
9/1/2022,0058,B.8.b,1177,,,,
9/1/2022,0058,C.1.e,898,1080,,,
9/1/2022,0058,C.1.f,884,1059,,,
9/1/2022,0058,C.11.a,,,,,
9/1/2022,0058,C.11.a.1,,,,,
9/1/2022,0058,C.11.a.10,,,,,
9/1/2022,0058,C.11.a.11,,,,,
9/1/2022,0058,C.11.a.12,,,,,
9/1/2022,0058,C.11.a.2,,,,,
9/1/2022,0058,C.11.a.3,,,,,
9/1/2022,0058,C.11.a.4,,,,,
9/1/2022,0058,C.11.a.5,,,,,
9/1/2022,0058,C.11.a.6,,,,,
9/1/2022,0058,C.11.a.7,,,,,
9/1/2022,0058,C.11.a.8,,,,,
9/1/2022,0058,C.11.a.9,,,,,
9/1/2022,0058,C.11.b,,,,,
9/1/2022,0058,C.11.b.1,,,,,
9/1/2022,0058,C.11.b.2,,,,,
9/1/2022,0058,C.12.a,,,,,
9/1/2022,0058,C.12.a.1,,,,,
9/1/2022,0058,C.12.a.10,,,,,
9/1/2022,0058,C.12.a.11,,,,,
9/1/2022,0058,C.12.a.12,,,,,
9/1/2022,0058,C.12.a.2,,,,,
9/1/2022,0058,C.12.a.3,,,,,
9/1/2022,0058,C.12.a.4,,,,,
9/1/2022,0058,C.12.a.5,,,,,
9/1/2022,0058,C.12.a.6,,,,,
9/1/2022,0058,C.12.a.7,,,,,
9/1/2022,0058,C.12.a.8,,,,,
9/1/2022,0058,C.12.a.9,,,,,
9/1/2022,0058,C.12.b,,,,,
9/1/2022,0058,C.3.a,N,,,,
9/1/2022,0058,C.3.b,,,,,
9/1/2022,0058,C.3.c,,,,,
9/1/2022,0058,C.3.d,,,,,
9/1/2022,0058,C.9.a,,,,,
9/1/2022,0058,C.9.b,,,,,
9/1/2022,0058,C.9.c,,,,,
9/1/2022,0058,C.9.d,,,,,
9/1/2022,0058,E.1.a.1,,,,,
9/1/2022,0058,E.1.a.2,,,,,
9/1/2022,0058,E.1.a.3,,,,,
9/1/2022,0058,E.1.a.4,,,,,
9/1/2022,0058,E.1.a.5,,,,,
9/1/2022,0058,E.1.a.6,,,,,
9/1/2022,0058,E.1.a.7,,,,,
9/1/2022,0058,E.1.a.8,5,,,,
9/1/2022,0058,E.1.b.1,,,,,
9/1/2022,0058,E.1.b.2,,,,,
9/1/2022,0058,E.1.b.3,,,,,
9/1/2022,0058,E.1.b.4,,,,,
9/1/2022,0058,E.1.b.5,,,,,
9/1/2022,0058,E.1.b.6,1,,,,
9/1/2022,0058,E.1.b.7,,,,,
9/1/2022,0058,E.1.b.8,26,,,,
9/1/2022,0059,B.1.a,,,,,
9/1/2022,0059,B.1.b,,,,,
9/1/2022,0059,B.1.c,,,,,
9/1/2022,0059,B.4.e,,,,,
9/1/2022,0059,B.5.a,,,,,
9/1/2022,0059,B.5.b,,,,,
9/1/2022,0059,B.5.d,,,,,
9/1/2022,0059,B.8.b,3,,,,
9/1/2022,0059,C.1.e,638,691,,,
9/1/2022,0059,C.1.f,660,687,,,
9/1/2022,0059,C.11.a,,,,,
9/1/2022,0059,C.11.a.1,,,,,
9/1/2022,0059,C.11.a.10,,,,,
9/1/2022,0059,C.11.a.11,,,,,
9/1/2022,0059,C.11.a.12,,,,,
9/1/2022,0059,C.11.a.2,,,,,
9/1/2022,0059,C.11.a.3,,,,,
9/1/2022,0059,C.11.a.4,,,,,
9/1/2022,0059,C.11.a.5,,,,,
9/1/2022,0059,C.11.a.6,,,,,
9/1/2022,0059,C.11.a.7,,,,,
9/1/2022,0059,C.11.a.8,,,,,
9/1/2022,0059,C.11.a.9,,,,,
9/1/2022,0059,C.11.b,,,,,
9/1/2022,0059,C.11.b.1,,,,,
9/1/2022,0059,C.11.b.2,,,,,
9/1/2022,0059,C.12.a,,,,,
9/1/2022,0059,C.12.a.1,,,,,
9/1/2022,0059,C.12.a.10,,,,,
9/1/2022,0059,C.12.a.11,,,,,
9/1/2022,0059,C.12.a.12,,,,,
9/1/2022,0059,C.12.a.2,,,,,
9/1/2022,0059,C.12.a.3,,,,,
9/1/2022,0059,C.12.a.4,,,,,
9/1/2022,0059,C.12.a.5,,,,,
9/1/2022,0059,C.12.a.6,,,,,
9/1/2022,0059,C.12.a.7,,,,,
9/1/2022,0059,C.12.a.8,,,,,
9/1/2022,0059,C.12.a.9,,,,,
9/1/2022,0059,C.12.b,,,,,
9/1/2022,0059,C.3.a,Y,,,,
9/1/2022,0059,C.3.b,,,,,
9/1/2022,0059,C.3.c,,,,,
9/1/2022,0059,C.3.d,,,,,
9/1/2022,0059,C.9.a,,,,,
9/1/2022,0059,C.9.b,,,,,
9/1/2022,0059,C.9.c,848,,Remove,,
9/1/2022,0059,C.9.d,,,,,
9/1/2022,0059,E.1.a.1,,,,,
9/1/2022,0059,E.1.a.2,,,,,
9/1/2022,0059,E.1.a.3,,,,,
9/1/2022,0059,E.1.a.4,,,,,
9/1/2022,0059,E.1.a.5,,,,,
9/1/2022,0059,E.1.a.6,,,,,
9/1/2022,0059,E.1.a.7,,,,,
9/1/2022,0059,E.1.a.8,3,,,,
9/1/2022,0059,E.1.b.1,1,,,,
9/1/2022,0059,E.1.b.2,2,,,,
9/1/2022,0059,E.1.b.3,,,,,
9/1/2022,0059,E.1.b.4,,,,,
9/1/2022,0059,E.1.b.5,,,,,
9/1/2022,0059,E.1.b.6,,,,,
9/1/2022,0059,E.1.b.7,,,,,
9/1/2022,0059,E.1.b.8,30,,,,
9/1/2022,0060,B.1.a,3.3.9 CF 9.0,,,,
9/1/2022,0060,B.1.b,4.630 CP 454,,,,
9/1/2022,0060,B.1.c,213.03.0029,,,,
9/1/2022,0060,B.4.e,96,,,,
9/1/2022,0060,B.5.a,45544,46918,,,
9/1/2022,0060,B.5.b,221,223,,,
9/1/2022,0060,B.5.d,17964,19082,,,
9/1/2022,0060,B.8.b,,,,,
9/1/2022,0060,C.1.e,5737,6160,,,
9/1/2022,0060,C.1.f,6085,6157,,,
9/1/2022,0060,C.11.a,506,,,,
9/1/2022,0060,C.11.a.1,21,,,,
9/1/2022,0060,C.11.a.10,26,,,,
9/1/2022,0060,C.11.a.11,102,,,,
9/1/2022,0060,C.11.a.12,106,,,,
9/1/2022,0060,C.11.a.2,26,,,,
9/1/2022,0060,C.11.a.3,16,,,,
9/1/2022,0060,C.11.a.4,29,,,,
9/1/2022,0060,C.11.a.5,23,,,,
9/1/2022,0060,C.11.a.6,53,,,,
9/1/2022,0060,C.11.a.7,38,,,,
9/1/2022,0060,C.11.a.8,43,,,,
9/1/2022,0060,C.11.a.9,23,,,,
9/1/2022,0060,C.11.b,1735,,,,
9/1/2022,0060,C.11.b.1,1027,,,,
9/1/2022,0060,C.11.b.2,708,,,,
9/1/2022,0060,C.12.a,4321,4321,,,
9/1/2022,0060,C.12.a.1,378,378,,,
9/1/2022,0060,C.12.a.10,393,393,,,
9/1/2022,0060,C.12.a.11,340,340,,,
9/1/2022,0060,C.12.a.12,409,409,,,
9/1/2022,0060,C.12.a.2,330,330,,,
9/1/2022,0060,C.12.a.3,347,347,,,
9/1/2022,0060,C.12.a.4,348,348,,,
9/1/2022,0060,C.12.a.5,335,335,,,
9/1/2022,0060,C.12.a.6,432,432,,,
9/1/2022,0060,C.12.a.7,357,357,,,
9/1/2022,0060,C.12.a.8,317,317,,,
9/1/2022,0060,C.12.a.9,335,335,,,
9/1/2022,0060,C.12.b,4578,4578,,,
9/1/2022,0060,C.3.a,Y,,,,
9/1/2022,0060,C.3.b,Y,,,,
9/1/2022,0060,C.3.c,30,30,,,
9/1/2022,0060,C.3.d,30,30,,,
9/1/2022,0060,C.9.a,66119,66225,,,
9/1/2022,0060,C.9.b,632,409,,,
9/1/2022,0060,C.9.c,61288,61353,,,
9/1/2022,0060,C.9.d,1317,1569,,,
9/1/2022,0060,E.1.a.1,,,,,
9/1/2022,0060,E.1.a.2,1,,,,
9/1/2022,0060,E.1.a.3,1,,,,
9/1/2022,0060,E.1.a.4,1,,,,
9/1/2022,0060,E.1.a.5,1,,,,
9/1/2022,0060,E.1.a.6,,,,,
9/1/2022,0060,E.1.a.7,,,,,
9/1/2022,0060,E.1.a.8,1,,,,
9/1/2022,0060,E.1.b.1,,,,,
9/1/2022,0060,E.1.b.2,,,,,
9/1/2022,0060,E.1.b.3,,,,,
9/1/2022,0060,E.1.b.4,,,,,
9/1/2022,0060,E.1.b.5,2,,,,
9/1/2022,0060,E.1.b.6,,,,,
9/1/2022,0060,E.1.b.7,,,,,
9/1/2022,0060,E.1.b.8,,,,,
9/1/2022,0061,B.1.a,3.3.9 CF 9.0,,,,
9/1/2022,0061,B.1.b,4.630 CP 454,,,,
9/1/2022,0061,B.1.c,213.03.0029,,,,
9/1/2022,0061,B.4.e,20,,,,
9/1/2022,0061,B.5.a,8993,9208,,,
9/1/2022,0061,B.5.b,,,,,
9/1/2022,0061,B.5.d,2532,2804,,,
9/1/2022,0061,B.8.b,,,,,
9/1/2022,0061,C.1.e,1373,1472,,,
9/1/2022,0061,C.1.f,1450,1450,,,
9/1/2022,0061,C.11.a,8,,,,
9/1/2022,0061,C.11.a.1,,,,,
9/1/2022,0061,C.11.a.10,,,,,
9/1/2022,0061,C.11.a.11,4,,,,
9/1/2022,0061,C.11.a.12,3,,,,
9/1/2022,0061,C.11.a.2,,,,,
9/1/2022,0061,C.11.a.3,,,,,
9/1/2022,0061,C.11.a.4,,,,,
9/1/2022,0061,C.11.a.5,,,,,
9/1/2022,0061,C.11.a.6,,,,,
9/1/2022,0061,C.11.a.7,,,,,
9/1/2022,0061,C.11.a.8,,,,,
9/1/2022,0061,C.11.a.9,1,,,,
9/1/2022,0061,C.11.b,133,,,,
9/1/2022,0061,C.11.b.1,81,,,,
9/1/2022,0061,C.11.b.2,52,,,,
9/1/2022,0061,C.12.a,,,,,
9/1/2022,0061,C.12.a.1,,,,,
9/1/2022,0061,C.12.a.10,,,,,
9/1/2022,0061,C.12.a.11,,,,,
9/1/2022,0061,C.12.a.12,,,,,
9/1/2022,0061,C.12.a.2,,,,,
9/1/2022,0061,C.12.a.3,,,,,
9/1/2022,0061,C.12.a.4,,,,,
9/1/2022,0061,C.12.a.5,,,,,
9/1/2022,0061,C.12.a.6,,,,,
9/1/2022,0061,C.12.a.7,,,,,
9/1/2022,0061,C.12.a.8,,,,,
9/1/2022,0061,C.12.a.9,,,,,
9/1/2022,0061,C.12.b,,,,,
9/1/2022,0061,C.3.a,Y,,,,
9/1/2022,0061,C.3.b,Y,,,,
9/1/2022,0061,C.3.c,30,30,,,
9/1/2022,0061,C.3.d,30,30,,,
9/1/2022,0061,C.9.a,12011,12014,,,
9/1/2022,0061,C.9.b,,,,,
9/1/2022,0061,C.9.c,8871,8861,,,
9/1/2022,0061,C.9.d,,,,,
9/1/2022,0061,E.1.a.1,,,,,
9/1/2022,0061,E.1.a.2,1,,,,
9/1/2022,0061,E.1.a.3,,,,,
9/1/2022,0061,E.1.a.4,1,,,,
9/1/2022,0061,E.1.a.5,,,,,
9/1/2022,0061,E.1.a.6,,,,,
9/1/2022,0061,E.1.a.7,,,,,
9/1/2022,0061,E.1.a.8,,,,,
9/1/2022,0061,E.1.b.1,,,,,
9/1/2022,0061,E.1.b.2,,,,,
9/1/2022,0061,E.1.b.3,,,,,
9/1/2022,0061,E.1.b.4,,,,,
9/1/2022,0061,E.1.b.5,2,,,,
9/1/2022,0061,E.1.b.6,,,,,
9/1/2022,0061,E.1.b.7,1,,,,
9/1/2022,0061,E.1.b.8,,,,,
9/1/2022,0062,B.1.a,,,,,
9/1/2022,0062,B.1.b,,,,,
9/1/2022,0062,B.1.c,,,,,
9/1/2022,0062,B.4.e,,,,,
9/1/2022,0062,B.5.a,,,,,
9/1/2022,0062,B.5.b,,,,,
9/1/2022,0062,B.5.d,,,,,
9/1/2022,0062,B.8.b,136,,,,
9/1/2022,0062,C.1.e,1093,1118,,,
9/1/2022,0062,C.1.f,1130,1130,,,
9/1/2022,0062,C.11.a,,,,,
9/1/2022,0062,C.11.a.1,,,,,
9/1/2022,0062,C.11.a.10,,,,,
9/1/2022,0062,C.11.a.11,,,,,
9/1/2022,0062,C.11.a.12,,,,,
9/1/2022,0062,C.11.a.2,,,,,
9/1/2022,0062,C.11.a.3,,,,,
9/1/2022,0062,C.11.a.4,,,,,
9/1/2022,0062,C.11.a.5,,,,,
9/1/2022,0062,C.11.a.6,,,,,
9/1/2022,0062,C.11.a.7,,,,,
9/1/2022,0062,C.11.a.8,,,,,
9/1/2022,0062,C.11.a.9,,,,,
9/1/2022,0062,C.11.b,,,,,
9/1/2022,0062,C.11.b.1,,,,,
9/1/2022,0062,C.11.b.2,,,,,
9/1/2022,0062,C.12.a,,,,,
9/1/2022,0062,C.12.a.1,,,,,
9/1/2022,0062,C.12.a.10,,,,,
9/1/2022,0062,C.12.a.11,,,,,
9/1/2022,0062,C.12.a.12,,,,,
9/1/2022,0062,C.12.a.2,,,,,
9/1/2022,0062,C.12.a.3,,,,,
9/1/2022,0062,C.12.a.4,,,,,
9/1/2022,0062,C.12.a.5,,,,,
9/1/2022,0062,C.12.a.6,,,,,
9/1/2022,0062,C.12.a.7,,,,,
9/1/2022,0062,C.12.a.8,,,,,
9/1/2022,0062,C.12.a.9,,,,,
9/1/2022,0062,C.12.b,,,,,
9/1/2022,0062,C.3.a,Y,,,,
9/1/2022,0062,C.3.b,,,,,
9/1/2022,0062,C.3.c,,,,,
9/1/2022,0062,C.3.d,,,,,
9/1/2022,0062,C.9.a,,,,,
9/1/2022,0062,C.9.b,,,,,
9/1/2022,0062,C.9.c,946,,Remove,,
9/1/2022,0062,C.9.d,,,,,
9/1/2022,0062,E.1.a.1,,,,,
9/1/2022,0062,E.1.a.2,,,,,
9/1/2022,0062,E.1.a.3,,,,,
9/1/2022,0062,E.1.a.4,,,,,
9/1/2022,0062,E.1.a.5,,,,,
9/1/2022,0062,E.1.a.6,,,,,
9/1/2022,0062,E.1.a.7,,,,,
9/1/2022,0062,E.1.a.8,7,,,,
9/1/2022,0062,E.1.b.1,,,,,
9/1/2022,0062,E.1.b.2,,,,,
9/1/2022,0062,E.1.b.3,,,,,
9/1/2022,0062,E.1.b.4,,,,,
9/1/2022,0062,E.1.b.5,,,,,
9/1/2022,0062,E.1.b.6,,,,,
9/1/2022,0062,E.1.b.7,,,,,
9/1/2022,0062,E.1.b.8,16,,,,
9/1/2022,0064,B.1.a,,,,,
9/1/2022,0064,B.1.b,,,,,
9/1/2022,0064,B.1.c,,,,,
9/1/2022,0064,B.4.e,,,,,
9/1/2022,0064,B.5.a,,,,,
9/1/2022,0064,B.5.b,,,,,
9/1/2022,0064,B.5.d,,,,,
9/1/2022,0064,B.8.b,82,,,,
9/1/2022,0064,C.1.e,1716,2199,,,
9/1/2022,0064,C.1.f,1766,2303,,,
9/1/2022,0064,C.11.a,,,,,
9/1/2022,0064,C.11.a.1,,,,,
9/1/2022,0064,C.11.a.10,,,,,
9/1/2022,0064,C.11.a.11,,,,,
9/1/2022,0064,C.11.a.12,,,,,
9/1/2022,0064,C.11.a.2,,,,,
9/1/2022,0064,C.11.a.3,,,,,
9/1/2022,0064,C.11.a.4,,,,,
9/1/2022,0064,C.11.a.5,,,,,
9/1/2022,0064,C.11.a.6,,,,,
9/1/2022,0064,C.11.a.7,,,,,
9/1/2022,0064,C.11.a.8,,,,,
9/1/2022,0064,C.11.a.9,,,,,
9/1/2022,0064,C.11.b,,,,,
9/1/2022,0064,C.11.b.1,,,,,
9/1/2022,0064,C.11.b.2,,,,,
9/1/2022,0064,C.12.a,,,,,
9/1/2022,0064,C.12.a.1,,,,,
9/1/2022,0064,C.12.a.10,,,,,
9/1/2022,0064,C.12.a.11,,,,,
9/1/2022,0064,C.12.a.12,,,,,
9/1/2022,0064,C.12.a.2,,,,,
9/1/2022,0064,C.12.a.3,,,,,
9/1/2022,0064,C.12.a.4,,,,,
9/1/2022,0064,C.12.a.5,,,,,
9/1/2022,0064,C.12.a.6,,,,,
9/1/2022,0064,C.12.a.7,,,,,
9/1/2022,0064,C.12.a.8,,,,,
9/1/2022,0064,C.12.a.9,,,,,
9/1/2022,0064,C.12.b,,,,,
9/1/2022,0064,C.3.a,N,,,,
9/1/2022,0064,C.3.b,,,,,
9/1/2022,0064,C.3.c,,,,,
9/1/2022,0064,C.3.d,,,,,
9/1/2022,0064,C.9.a,,,,,
9/1/2022,0064,C.9.b,,,,,
9/1/2022,0064,C.9.c,,,,,
9/1/2022,0064,C.9.d,,,,,
9/1/2022,0064,E.1.a.1,,,,,
9/1/2022,0064,E.1.a.2,,,,,
9/1/2022,0064,E.1.a.3,,,,,
9/1/2022,0064,E.1.a.4,,,,,
9/1/2022,0064,E.1.a.5,,,,,
9/1/2022,0064,E.1.a.6,,,,,
9/1/2022,0064,E.1.a.7,,,,,
9/1/2022,0064,E.1.a.8,14,,,,
9/1/2022,0064,E.1.b.1,,,,,
9/1/2022,0064,E.1.b.2,,,,,
9/1/2022,0064,E.1.b.3,,,,,
9/1/2022,0064,E.1.b.4,,,,,
9/1/2022,0064,E.1.b.5,,,,,
9/1/2022,0064,E.1.b.6,,,,,
9/1/2022,0064,E.1.b.7,,,,,
9/1/2022,0064,E.1.b.8,38,,,,
9/1/2022,0066,B.1.a,3.3.9 CF 9.0,,,,
9/1/2022,0066,B.1.b,4.630 CP 454,,,,
9/1/2022,0066,B.1.c,213.03.0029,,,,
9/1/2022,0066,B.4.e,21,,,,
9/1/2022,0066,B.5.a,13813,14569,,,
9/1/2022,0066,B.5.b,149,151,,,
9/1/2022,0066,B.5.d,5978,6993,,,
9/1/2022,0066,B.8.b,,,,,
9/1/2022,0066,C.1.e,3083,3714,,,
9/1/2022,0066,C.1.f,3470,3699,,,
9/1/2022,0066,C.11.a,32,,,,
9/1/2022,0066,C.11.a.1,16,,,,
9/1/2022,0066,C.11.a.10,1,,,,
9/1/2022,0066,C.11.a.11,2,,,,
9/1/2022,0066,C.11.a.12,,,,,
9/1/2022,0066,C.11.a.2,,,,,
9/1/2022,0066,C.11.a.3,4,,,,
9/1/2022,0066,C.11.a.4,2,,,,
9/1/2022,0066,C.11.a.5,,,,,
9/1/2022,0066,C.11.a.6,1,,,,
9/1/2022,0066,C.11.a.7,2,,,,
9/1/2022,0066,C.11.a.8,1,,,,
9/1/2022,0066,C.11.a.9,3,,,,
9/1/2022,0066,C.11.b,95,,,,
9/1/2022,0066,C.11.b.1,72,,,,
9/1/2022,0066,C.11.b.2,23,,,,
9/1/2022,0066,C.12.a,,,,,
9/1/2022,0066,C.12.a.1,,,,,
9/1/2022,0066,C.12.a.10,,,,,
9/1/2022,0066,C.12.a.11,,,,,
9/1/2022,0066,C.12.a.12,,,,,
9/1/2022,0066,C.12.a.2,,,,,
9/1/2022,0066,C.12.a.3,,,,,
9/1/2022,0066,C.12.a.4,,,,,
9/1/2022,0066,C.12.a.5,,,,,
9/1/2022,0066,C.12.a.6,,,,,
9/1/2022,0066,C.12.a.7,,,,,
9/1/2022,0066,C.12.a.8,,,,,
9/1/2022,0066,C.12.a.9,,,,,
9/1/2022,0066,C.12.b,,,,,
9/1/2022,0066,C.3.a,Y,,,,
9/1/2022,0066,C.3.b,Y,,,,
9/1/2022,0066,C.3.c,30,30,,,
9/1/2022,0066,C.3.d,30,30,,,
9/1/2022,0066,C.9.a,21715,21715,,,
9/1/2022,0066,C.9.b,151,,,,
9/1/2022,0066,C.9.c,16871,17010,,,
9/1/2022,0066,C.9.d,,,,,
9/1/2022,0066,E.1.a.1,,,,,
9/1/2022,0066,E.1.a.2,,,,,
9/1/2022,0066,E.1.a.3,,,,,
9/1/2022,0066,E.1.a.4,,,,,
9/1/2022,0066,E.1.a.5,,,,,
9/1/2022,0066,E.1.a.6,,,,,
9/1/2022,0066,E.1.a.7,,,,,
9/1/2022,0066,E.1.a.8,,,,,
9/1/2022,0066,E.1.b.1,,,,,
9/1/2022,0066,E.1.b.2,,,,,
9/1/2022,0066,E.1.b.3,,,,,
9/1/2022,0066,E.1.b.4,,,,,
9/1/2022,0066,E.1.b.5,,,,,
9/1/2022,0066,E.1.b.6,,,,,
9/1/2022,0066,E.1.b.7,,,,,
9/1/2022,0066,E.1.b.8,,,,,
9/1/2022,0067,B.1.a,3.3.9 CF 9.0,,,,
9/1/2022,0067,B.1.b,4.630 CP 454,,,,
9/1/2022,0067,B.1.c,213.03.0029,,,,
9/1/2022,0067,B.4.e,164,,,,
9/1/2022,0067,B.5.a,54630,57260,,,
9/1/2022,0067,B.5.b,1082,1116,,,
9/1/2022,0067,B.5.d,20551,21972,,,
9/1/2022,0067,B.8.b,,,,,
9/1/2022,0067,C.1.e,15093,17564,,,
9/1/2022,0067,C.1.f,16719,17631,,,
9/1/2022,0067,C.11.a,215,,,,
9/1/2022,0067,C.11.a.1,17,,,,
9/1/2022,0067,C.11.a.10,12,,,,
9/1/2022,0067,C.11.a.11,37,,,,
9/1/2022,0067,C.11.a.12,26,,,,
9/1/2022,0067,C.11.a.2,1,,,,
9/1/2022,0067,C.11.a.3,2,,,,
9/1/2022,0067,C.11.a.4,2,,,,
9/1/2022,0067,C.11.a.5,4,,,,
9/1/2022,0067,C.11.a.6,45,,,,
9/1/2022,0067,C.11.a.7,22,,,,
9/1/2022,0067,C.11.a.8,24,,,,
9/1/2022,0067,C.11.a.9,23,,,,
9/1/2022,0067,C.11.b,1207,,,,
9/1/2022,0067,C.11.b.1,711,,,,
9/1/2022,0067,C.11.b.2,496,,,,
9/1/2022,0067,C.12.a,8104,8108,,,
9/1/2022,0067,C.12.a.1,855,855,,,
9/1/2022,0067,C.12.a.10,648,648,,,
9/1/2022,0067,C.12.a.11,670,672,,,
9/1/2022,0067,C.12.a.12,579,581,,,
9/1/2022,0067,C.12.a.2,766,766,,,
9/1/2022,0067,C.12.a.3,770,770,,,
9/1/2022,0067,C.12.a.4,525,525,,,
9/1/2022,0067,C.12.a.5,571,571,,,
9/1/2022,0067,C.12.a.6,695,695,,,
9/1/2022,0067,C.12.a.7,690,690,,,
9/1/2022,0067,C.12.a.8,656,656,,,
9/1/2022,0067,C.12.a.9,679,679,,,
9/1/2022,0067,C.12.b,11424,11424,,,
9/1/2022,0067,C.3.a,Y,,,,
9/1/2022,0067,C.3.b,Y,,,,
9/1/2022,0067,C.3.c,30,30,,,
9/1/2022,0067,C.3.d,30,30,,,
9/1/2022,0067,C.9.a,80369,80395,,,
9/1/2022,0067,C.9.b,674,581,,,
9/1/2022,0067,C.9.c,75724,75808,,,
9/1/2022,0067,C.9.d,3510,3742,,,
9/1/2022,0067,E.1.a.1,,,,,
9/1/2022,0067,E.1.a.2,,,,,
9/1/2022,0067,E.1.a.3,2,,,,
9/1/2022,0067,E.1.a.4,,,,,
9/1/2022,0067,E.1.a.5,,,,,
9/1/2022,0067,E.1.a.6,,,,,
9/1/2022,0067,E.1.a.7,1,,,,
9/1/2022,0067,E.1.a.8,3,,,,
9/1/2022,0067,E.1.b.1,,,,,
9/1/2022,0067,E.1.b.2,2,,,,
9/1/2022,0067,E.1.b.3,,,,,
9/1/2022,0067,E.1.b.4,2,,,,
9/1/2022,0067,E.1.b.5,,,,,
9/1/2022,0067,E.1.b.6,1,,,,
9/1/2022,0067,E.1.b.7,1,,,,
9/1/2022,0067,E.1.b.8,7,,,,
9/1/2022,0068,B.1.a,3.3.9 CF 9.0,,,,
9/1/2022,0068,B.1.b,4.630 CP 454,,,,
9/1/2022,0068,B.1.c,213.03.0029,,,,
9/1/2022,0068,B.4.e,,,,,
9/1/2022,0068,B.5.a,4539,4651,,,
9/1/2022,0068,B.5.b,,,,,
9/1/2022,0068,B.5.d,2854,2947,,,
9/1/2022,0068,B.8.b,,,,,
9/1/2022,0068,C.1.e,842,927,,,
9/1/2022,0068,C.1.f,858,921,,,
9/1/2022,0068,C.11.a,,,,,
9/1/2022,0068,C.11.a.1,,,,,
9/1/2022,0068,C.11.a.10,,,,,
9/1/2022,0068,C.11.a.11,,,,,
9/1/2022,0068,C.11.a.12,,,,,
9/1/2022,0068,C.11.a.2,,,,,
9/1/2022,0068,C.11.a.3,,,,,
9/1/2022,0068,C.11.a.4,,,,,
9/1/2022,0068,C.11.a.5,,,,,
9/1/2022,0068,C.11.a.6,,,,,
9/1/2022,0068,C.11.a.7,,,,,
9/1/2022,0068,C.11.a.8,,,,,
9/1/2022,0068,C.11.a.9,,,,,
9/1/2022,0068,C.11.b,,,,,
9/1/2022,0068,C.11.b.1,,,,,
9/1/2022,0068,C.11.b.2,,,,,
9/1/2022,0068,C.12.a,,,,,
9/1/2022,0068,C.12.a.1,,,,,
9/1/2022,0068,C.12.a.10,,,,,
9/1/2022,0068,C.12.a.11,,,,,
9/1/2022,0068,C.12.a.12,,,,,
9/1/2022,0068,C.12.a.2,,,,,
9/1/2022,0068,C.12.a.3,,,,,
9/1/2022,0068,C.12.a.4,,,,,
9/1/2022,0068,C.12.a.5,,,,,
9/1/2022,0068,C.12.a.6,,,,,
9/1/2022,0068,C.12.a.7,,,,,
9/1/2022,0068,C.12.a.8,,,,,
9/1/2022,0068,C.12.a.9,,,,,
9/1/2022,0068,C.12.b,,,,,
9/1/2022,0068,C.3.a,Y,,,,
9/1/2022,0068,C.3.b,Y,,,,
9/1/2022,0068,C.3.c,30,30,,,
9/1/2022,0068,C.3.d,30,30,,,
9/1/2022,0068,C.9.a,7598,7598,,,
9/1/2022,0068,C.9.b,,,,,
9/1/2022,0068,C.9.c,4412,4587,,,
9/1/2022,0068,C.9.d,,,,,
9/1/2022,0068,E.1.a.1,,,,,
9/1/2022,0068,E.1.a.2,,,,,
9/1/2022,0068,E.1.a.3,,,,,
9/1/2022,0068,E.1.a.4,,,,,
9/1/2022,0068,E.1.a.5,,,,,
9/1/2022,0068,E.1.a.6,,,,,
9/1/2022,0068,E.1.a.7,,,,,
9/1/2022,0068,E.1.a.8,,,,,
9/1/2022,0068,E.1.b.1,,,,,
9/1/2022,0068,E.1.b.2,1,,,,
9/1/2022,0068,E.1.b.3,,,,,
9/1/2022,0068,E.1.b.4,,,,,
9/1/2022,0068,E.1.b.5,,,,,
9/1/2022,0068,E.1.b.6,,,,,
9/1/2022,0068,E.1.b.7,,,,,
9/1/2022,0068,E.1.b.8,,,,,
9/1/2022,0069,B.1.a,3.3.9 CF 9.0,,,,
9/1/2022,0069,B.1.b,4.630 CP 454,,,,
9/1/2022,0069,B.1.c,213.03.0029,,,,
9/1/2022,0069,B.4.e,4,,,,
9/1/2022,0069,B.5.a,23969,24549,,,
9/1/2022,0069,B.5.b,135,135,,,
9/1/2022,0069,B.5.d,12152,12556,,,
9/1/2022,0069,B.8.b,,,,,
9/1/2022,0069,C.1.e,2518,3797,,,
9/1/2022,0069,C.1.f,2954,3777,,,
9/1/2022,0069,C.11.a,165,,,,
9/1/2022,0069,C.11.a.1,4,,,,
9/1/2022,0069,C.11.a.10,17,,,,
9/1/2022,0069,C.11.a.11,21,,,,
9/1/2022,0069,C.11.a.12,39,,,,
9/1/2022,0069,C.11.a.2,6,,,,
9/1/2022,0069,C.11.a.3,10,,,,
9/1/2022,0069,C.11.a.4,10,,,,
9/1/2022,0069,C.11.a.5,6,,,,
9/1/2022,0069,C.11.a.6,14,,,,
9/1/2022,0069,C.11.a.7,10,,,,
9/1/2022,0069,C.11.a.8,14,,,,
